time_index,mean,std,rms,max,anomaly_iforest,anomaly_autoencoder
27,-0.09430875854492188,0.08006230281834062,0.12434817228427386,0.474,0,0
28,-0.0938483642578125,0.07993440979752708,0.12391968342217924,0.5,0,0
29,-0.09455982666015625,0.07982927269965237,0.12433070731027566,0.762,1,0
30,-0.09427831420898437,0.07977882134057848,0.12406512225168753,0.532,0,0
31,-0.0941702880859375,0.0796410913537525,0.12393454737760333,0.435,1,0
32,-0.09394671020507814,0.0803629684144518,0.12425444143788589,0.435,1,0
33,-0.09508444213867187,0.07940569667273265,0.1244784311263354,0.464,1,0
34,-0.094833056640625,0.07962020260177188,0.1244175754998534,0.559,1,0
35,-0.0936892150878906,0.07888087322386185,0.12308536295387168,0.574,1,0
36,-0.09028158569335937,0.07974477136342559,0.12141697560107206,0.461,1,0
37,-0.0934603271484375,0.07934985013110529,0.12318886703127528,0.615,1,0
38,-0.09364727172851563,0.07936187418354693,0.12331950340742659,0.569,1,0
39,-0.09320845336914063,0.07954577205749422,0.1231498817607453,0.535,1,0
40,-0.094490087890625,0.0786707534496557,0.1235196719174154,0.505,1,0
41,-0.0871859619140625,0.08006833129579086,0.12030562358595816,0.542,1,0
42,-0.09266028442382812,0.07932355286124254,0.12259212304055998,0.383,1,0
43,-0.0943875244140625,0.07895876432723617,0.1236766947694737,0.52,1,0
44,-0.09434532470703125,0.07971151941256424,0.12418991145195858,0.496,0,0
45,-0.0951369140625,0.07898253846296706,0.12426736794247942,0.464,1,0
46,-0.09408831787109376,0.07920975502438411,0.12362769489803156,0.415,1,0
47,-0.09345122680664064,0.08004761820721988,0.12369307222695763,0.63,1,0
48,-0.09435175781249999,0.07992641421396474,0.12413433865455249,0.515,0,0
49,-0.09407485961914064,0.07933431468237598,0.1235698115298927,0.737,1,0
50,-0.09398834228515626,0.08086952258599868,0.12447398169553597,0.557,0,0
51,-0.09403755493164062,0.08132262136237432,0.12480454144651079,0.479,0,0
52,-0.09385596923828125,0.08060174587833187,0.1242259771384234,0.51,0,0
53,-0.09256056518554688,0.07949498099065204,0.12256243658069019,0.471,1,0
54,-0.09404827270507812,0.08061056507640184,0.12436465200651338,0.579,0,0
55,-0.09400963745117188,0.08127840066161823,0.12481023371381557,0.454,0,0
56,-0.09428040161132811,0.07993782033328047,0.12409525634650617,0.422,1,0
57,-0.09439522094726563,0.07948348249592213,0.1238849610543566,0.381,1,0
58,-0.09396940917968749,0.07953189015307324,0.12357244966974966,0.552,0,0
59,-0.09395439453125,0.07899352030074923,0.12321380304075362,0.403,1,0
60,-0.0937125732421875,0.08065124479637562,0.12411686559724104,0.466,0,0
61,-0.09404119873046875,0.08003706664083456,0.12402083255138341,0.596,0,0
62,-0.09393561401367187,0.07996292748900907,0.12387847869638559,0.488,0,0
63,-0.09402686767578125,0.08043059618666096,0.12425594392064057,0.491,0,0
64,-0.09375755615234374,0.08204913354646975,0.12508759221080906,0.576,0,0
65,-0.0937360107421875,0.082693675055557,0.12548387371880326,0.554,0,0
66,-0.0941627685546875,0.08159351795655684,0.1250699979304558,0.598,0,0
67,-0.09380206298828125,0.08317810343633442,0.1258586468981112,0.554,0,0
68,-0.09377239990234375,0.08205688783464815,0.1250520310167963,0.581,0,0
69,-0.09363384399414063,0.08176912136030451,0.12480701315810448,0.586,0,0
70,-0.09367938842773438,0.08286594328576846,0.1255821050882975,0.515,0,0
71,-0.09403764038085936,0.08161427449676403,0.1250110926962849,0.496,0,0
72,-0.09410534057617188,0.08205561016523863,0.12537023040431433,0.496,0,0
73,-0.09382525024414062,0.08249091137849196,0.12544230985519456,0.613,0,0
74,-0.09383369750976561,0.0819503447500615,0.12505459205832087,0.557,0,0
75,-0.09399753417968751,0.08267265450188546,0.12564912222735145,0.579,0,0
76,-0.09384297485351561,0.08177811102734131,0.12495431687193381,0.613,0,0
77,-0.09389481811523437,0.08290426117995033,0.12570851422276735,0.469,0,0
78,-0.093771142578125,0.08191223699563513,0.12494837542359682,0.583,0,0
79,-0.09401674194335938,0.08313285259308707,0.1259434487729249,0.571,0,0
80,-0.09399916381835938,0.08322330018498592,0.12600055282713699,0.474,1,0
81,-0.09364716796875,0.08140461833931967,0.12458220765760956,0.469,0,0
82,-0.09378906860351563,0.08303518655557418,0.1257221451048915,0.544,0,0
83,-0.09409174804687499,0.08256880237781129,0.12564933591242883,0.496,0,0
84,-0.09377649536132812,0.08236080612149194,0.12528052216773022,0.42,1,0
85,-0.09377799682617188,0.08233442198285598,0.1252431581497771,0.632,0,0
86,-0.09376620483398437,0.08288380389968869,0.12564696250125196,0.466,0,0
87,-0.09421793212890625,0.08248975216182507,0.12568116709244367,0.664,1,0
88,-0.09337270507812499,0.08187599132997302,0.12460314301618447,0.623,1,0
89,-0.09419270629882812,0.08221759865551144,0.12549967432473771,0.493,0,0
90,-0.09471304321289062,0.0825488400878795,0.12610890062035204,0.635,1,0
91,-0.0938240478515625,0.08241653573082028,0.12536917456711846,0.591,0,0
92,-0.0936097900390625,0.08280072358788365,0.12549111252885786,0.498,0,0
93,-0.09393131103515626,0.0831210166710209,0.1259209278798604,0.598,0,0
94,-0.09407239990234376,0.08357994219117575,0.1263260516508119,0.596,1,0
95,-0.09650712280273438,0.08337577976808994,0.12815772645588638,0.652,1,0
96,-0.09403775634765625,0.08206052969693453,0.12526753849729735,0.503,0,0
97,-0.09385267333984376,0.0826851349071948,0.12553947920811107,0.549,0,0
98,-0.09377424926757813,0.08368660239214101,0.12616567377852914,0.51,0,0
99,-0.09386851196289062,0.08398698777576785,0.1264535176274718,0.535,0,0
100,-0.09368733520507813,0.08327570762332098,0.12581353625322284,0.557,0,0
101,-0.09404713745117187,0.08164480656360376,0.12500813774780356,0.425,0,0
102,-0.09389495239257813,0.08288800541770884,0.125765286763623,0.513,0,0
103,-0.09368368530273438,0.08198944941042322,0.12497047637181995,0.476,0,0
104,-0.093748681640625,0.08319392003072135,0.12584061196267532,0.552,0,0
105,-0.09356549682617188,0.08240320245354596,0.1251905680897049,0.444,0,0
106,-0.09376886596679687,0.08219518760197098,0.12523250985530157,0.464,0,0
107,-0.09523258666992188,0.083664833918464,0.12735408875304766,0.513,1,0
108,-0.09129359130859374,0.08232431012387736,0.12368870389486425,0.627,1,0
109,-0.0940781982421875,0.08332774616845953,0.12623804258620336,0.527,0,0
110,-0.0936727294921875,0.08208865237482366,0.12508225472375106,0.508,0,0
111,-0.09367277832031251,0.08159576414504639,0.12473980081639878,0.486,0,0
112,-0.09386943969726562,0.0825801747590741,0.12558064211716927,0.725,1,0
113,-0.09418761596679688,0.08187317525186198,0.1253033579943419,0.466,0,0
114,-0.09368663330078125,0.08209624694602338,0.12508744143746442,0.439,0,0
115,-0.09367022705078125,0.0818797184964661,0.12494060380829151,0.496,0,0
116,-0.09386973876953125,0.0824154139170632,0.1254982697994528,0.542,0,0
117,-0.09357265014648437,0.08262945870463198,0.1254011488720408,0.483,0,0
118,-0.0940607177734375,0.08163404449553713,0.12508117569280883,0.422,1,0
119,-0.0939518310546875,0.08173038268945255,0.12506453002319193,0.459,0,0
120,-0.09370165405273438,0.08142667439433109,0.124668465784592,0.479,0,0
121,-0.09396934814453126,0.08165596850412288,0.12501664664546303,0.486,0,0
122,-0.09329973754882812,0.08170745976145746,0.1245843874584158,0.557,0,0
123,-0.09441854248046874,0.08193065620160578,0.12561573499533396,0.593,0,0
124,-0.09376890258789063,0.081118397739061,0.12456151253116965,0.522,0,0
125,-0.09385798950195312,0.08205899498395458,0.12523546896453727,0.549,0,0
126,-0.09380103759765625,0.08147864117464362,0.12481601405958555,0.566,0,0
127,-0.09420487670898438,0.0813516733948123,0.1250459005325254,0.52,0,0
128,-0.09367169189453126,0.08196102654729794,0.1250374021191697,0.54,0,0
129,-0.09355249023437501,0.08137935591302625,0.12457228738831222,0.557,0,0
130,-0.09391802978515626,0.08161578798681862,0.12500400520927069,0.603,0,0
131,-0.09394829101562499,0.08185405890037066,0.12522518023209292,0.603,0,0
132,-0.093598828125,0.08258617040403082,0.12543121514952615,0.493,0,0
133,-0.09369613037109376,0.0812808804547113,0.12463472058065822,0.574,0,0
134,-0.09360902709960937,0.08218983006876592,0.12517145758009135,0.603,0,0
135,-0.09344122314453127,0.08197455788118942,0.1248669031154867,0.598,0,0
136,-0.0938070556640625,0.08105294485260538,0.12448748466368266,0.642,0,0
137,-0.09384800415039063,0.08235756824509372,0.1254589902463852,0.579,0,0
138,-0.09371066284179687,0.08273821457048525,0.1255601818700508,0.618,0,0
139,-0.09354006958007813,0.0809391863903545,0.12424340043837433,0.613,1,0
140,-0.09365933837890625,0.08259120800289885,0.12545459398271228,0.552,0,0
141,-0.09355845947265626,0.08075999055681328,0.1241922090356567,0.503,0,0
142,-0.09421171875,0.0820602164315395,0.12548577445210174,0.557,0,0
143,-0.09364467163085938,0.08236385646830474,0.12534710924720546,0.562,0,0
144,-0.09374831542968749,0.08159502341334904,0.12484174811638095,0.586,0,0
145,-0.09360725708007812,0.08236518041576833,0.125242241618766,0.564,0,0
146,-0.09394205932617186,0.08169491890918187,0.12505753326848112,0.488,0,0
147,-0.09382818603515625,0.08310283485734718,0.12592724659717958,0.61,1,0
148,-0.09403894653320312,0.08197471043138146,0.1253107281718956,0.544,0,0
149,-0.09395040893554689,0.08127813647246153,0.1247365024274843,0.513,0,0
150,-0.09413538208007813,0.08262962400233838,0.125868389870545,0.647,1,0
151,-0.09374442749023437,0.08252123847973003,0.12549418895383818,0.498,0,0
152,-0.09402135620117189,0.08244552988233622,0.12564090464560504,0.518,0,0
153,-0.0935989501953125,0.08294139220010607,0.12560141370427214,0.574,0,0
154,-0.09396376953124999,0.08156379622920175,0.12494304254096956,0.461,0,0
155,-0.10416575317382813,0.08186135478186632,0.13565577580057783,0.552,0,0
156,-0.1146279052734375,0.09214837639859799,0.14784014573655643,0.476,0,0
157,-0.11513628540039061,0.09053417209510939,0.1471964370586587,0.576,0,0
158,-0.11572005004882813,0.09134810043721471,0.14819748261613544,0.522,0,0
159,-0.11448362426757812,0.09026565175323831,0.14651978307476227,0.566,0,0
160,-0.1148585205078125,0.09152591067872666,0.14756601053704851,0.486,0,0
161,-0.11630368041992187,0.09200536209038586,0.14900401767716046,0.544,0,0
162,-0.1285094177246094,0.09228378669412479,0.16260165572220817,0.535,1,0
163,-0.11456621704101563,0.09307252588918326,0.1483775448202482,0.486,0,0
164,-0.115482861328125,0.09238564132537844,0.1486278151673039,0.576,0,0
165,-0.11463800659179688,0.09347898981140526,0.14864920123591707,0.618,0,0
166,-0.11474454956054689,0.09187886411907606,0.14774517376499852,0.635,0,0
167,-0.11590166015625,0.09300902411099295,0.1493228823092842,0.576,0,0
168,-0.11454837036132812,0.09297066036039618,0.1482867363686359,0.574,0,0
169,-0.11407525024414061,0.0913602483236548,0.146857185193703,0.513,0,0
170,-0.11612122192382812,0.09253571845819489,0.1492407178078645,0.752,0,0
171,-0.11448932495117188,0.09256682997603266,0.1479802330838309,0.51,0,0
172,-0.11432750854492188,0.09197610118012367,0.14749560716197646,0.54,0,0
173,-0.115874609375,0.09329943868428468,0.14947910136740009,0.552,0,0
174,-0.1148049072265625,0.09165306994175425,0.14761405390792848,0.513,0,0
175,-0.11491195068359375,0.09345129868754024,0.14888168077572697,0.513,0,0
176,-0.11576223754882813,0.09264406732154809,0.1489740961279466,0.618,0,0
177,-0.11483045654296875,0.09335732623759274,0.14868866070506395,0.598,0,0
178,-0.11486204833984376,0.09378572233067932,0.1490119351311278,0.591,0,0
179,-0.11585033569335938,0.09248962296589167,0.14896279096486145,0.542,0,0
180,-0.11481653442382812,0.0943077001568578,0.14936599576107432,0.681,0,0
181,-0.11508172607421874,0.092951320949952,0.14871192441227551,0.591,0,0
182,-0.11588956298828124,0.09374870802903003,0.14977752055653246,0.557,0,0
183,-0.11478117065429687,0.09364163695725006,0.14894185506493984,0.588,0,0
184,-0.11448539428710937,0.09279693817213966,0.14811020114546333,0.569,0,0
185,-0.11603896484375001,0.09361263246909772,0.14982155576477418,0.701,0,0
186,-0.1147471923828125,0.09269805343195213,0.1482304386813321,0.469,0,0
187,-0.1148254638671875,0.09361395857938573,0.14886359616666486,0.654,0,0
188,-0.116185302734375,0.09399005263838252,0.15020552980527058,0.537,0,0
189,-0.11504081420898438,0.0940952146274175,0.14937096406599865,0.537,0,0
190,-0.11469871826171876,0.0933586078031701,0.14858542070504008,0.544,0,0
191,-0.11614082641601563,0.09385393685408362,0.15009016823181162,0.581,0,0
192,-0.11459365234374999,0.09366529273326486,0.14878163069684544,0.51,0,0
193,-0.11508939819335937,0.09464074905879308,0.1497455317726999,0.544,0,0
194,-0.11589307250976563,0.093558067390205,0.14965004773099363,0.635,0,0
195,-0.11472831420898437,0.0945441138222219,0.14934757452452121,0.591,0,0
196,-0.11485879516601563,0.09408396509782527,0.14922148682454198,0.535,0,0
197,-0.11570725708007813,0.09463660048960071,0.15019823495612572,0.53,0,0
198,-0.11477460327148437,0.09380933378552392,0.14893698149481582,0.527,0,0
199,-0.11473056030273437,0.09406883674127794,0.14907723330702954,0.449,0,0
200,-0.116108642578125,0.09428644612122006,0.1502860255564005,0.623,0,0
201,-0.1138928955078125,0.093111265284849,0.14771842643455413,0.559,0,0
202,-0.1146494384765625,0.09301832819454636,0.14832580822548108,0.576,0,0
203,-0.11544483032226563,0.09326910574918326,0.14908689095929328,0.576,0,0
204,-0.11449071044921875,0.0939504599465327,0.14881761618082112,0.698,0,0
205,-0.11442172241210936,0.09387517286203631,0.14872598531284098,0.554,0,0
206,-0.115784716796875,0.09349119079533175,0.14953953253086885,0.962,0,0
207,-0.11454102172851562,0.09484839302264744,0.1493532789965506,0.569,0,0
208,-0.11493497924804688,0.09328422870364048,0.1487176753669608,0.51,0,0
209,-0.11539031372070313,0.09340740910928191,0.14917317970307065,0.515,0,0
210,-0.11458475341796875,0.09375058298546389,0.14871061305618666,0.576,0,0
211,-0.11481287841796875,0.09364778009753333,0.14881993309147656,0.605,0,0
212,-0.11537998657226563,0.09397801852681831,0.149558551317592,0.466,0,0
213,-0.1142155029296875,0.09395861129958934,0.1485974647110599,0.496,0,0
214,-0.11501502685546874,0.09433798538230406,0.14949077144449524,0.598,0,0
215,-0.1159106201171875,0.09374924549955552,0.14970930601052274,0.559,0,0
216,-0.11481252441406249,0.09223942846262007,0.14793844293471936,0.601,0,0
217,-0.11443130493164064,0.09142592733547958,0.14707507290187483,0.51,0,0
218,-0.11539249877929687,0.09382308847533516,0.14937635539313815,0.728,0,0
219,-0.1144397216796875,0.09318589704902026,0.14825204306830236,0.559,0,0
220,-0.11476045532226561,0.09274764969403895,0.14820875654413077,0.583,0,0
221,-0.11549653930664062,0.09230920345457039,0.14851585446375618,0.505,0,0
222,-0.11448306884765624,0.09315209268089308,0.14822683801462033,0.527,0,0
223,-0.11449619140624999,0.09409618216947857,0.1488506969431744,0.542,0,0
224,-0.11559093627929687,0.0928859022282352,0.1488956263630629,0.525,0,0
225,-0.11467413940429685,0.093604990521151,0.1487252183803251,0.498,0,0
226,-0.11443859252929686,0.09320144465396978,0.14826339870071478,0.593,0,0
227,-0.11559533691406251,0.09279711837146018,0.14891779155822224,0.522,0,0
228,-0.11477899169921876,0.09273931688570713,0.1482087236192119,0.576,0,0
229,-0.1143604736328125,0.09298620302084448,0.1480647640906991,0.586,0,0
230,-0.11560896606445313,0.09318767781191307,0.14919046608989175,0.503,0,0
231,-0.11421544799804687,0.09203214330739606,0.1473602796558953,0.51,0,0
232,-0.11470050659179687,0.0925165042287641,0.14805595884483302,0.623,0,0
233,-0.11565401611328124,0.09330125435971665,0.14923877283038067,0.488,0,0
234,-0.1145028564453125,0.09265673906549102,0.1479691230938406,0.583,0,0
235,-0.11424688110351562,0.09294861215398305,0.1479060861115522,0.637,0,0
236,-0.11482845458984375,0.09321014239169566,0.1485853010462735,0.581,0,0
237,-0.11590289916992187,0.09248349735212266,0.1489304306548827,0.564,0,0
238,-0.11428158569335937,0.0928942411814869,0.14789860391428625,0.5,0,0
239,-0.11420635986328125,0.09321449391899142,0.14808782225620692,0.63,0,0
240,-0.11543507080078125,0.0935825050173624,0.14929869766025045,0.715,0,0
241,-0.11501801757812499,0.09370696482205255,0.14897542288423,0.503,0,0
242,-0.11478796386718751,0.09339296107282438,0.14863964196694804,0.486,0,0
243,-0.11569266967773437,0.09243522525036434,0.14871044541634504,0.547,0,0
244,-0.11362857666015624,0.09254440789506896,0.1471505509454677,0.669,0,0
245,-0.115779638671875,0.09298952480468221,0.14914004006400483,0.583,0,0
246,-0.11553482666015624,0.09347964029410172,0.14933663770107883,0.771,0,0
247,-0.11441699218750001,0.09288277015308717,0.14799924679126325,0.535,0,0
248,-0.11482719116210938,0.09168515091631177,0.14753330825504365,0.632,0,0
249,-0.11558417358398437,0.09132376398787893,0.1478771180234187,0.623,0,0
250,-0.11480740356445313,0.09203496066664854,0.1477965071083472,0.642,0,0
251,-0.11474303588867188,0.09292300865280129,0.14831399979570503,0.51,0,0
252,-0.11570021362304689,0.09313574177884876,0.14919109010248163,0.701,0,0
253,-0.11472244873046875,0.09309190079224944,0.1484027890747872,0.583,0,0
254,-0.11477364501953125,0.0930954209246505,0.14840379021012393,0.505,0,0
255,-0.11581795654296875,0.09258705297010722,0.14882328461616923,0.696,0,0
256,-0.11461141357421875,0.09264157793584926,0.1480015563883008,0.518,0,0
257,-0.11449341430664062,0.09352562257068109,0.14849694802587038,0.505,0,0
258,-0.11558053588867187,0.09382334945307066,0.14946718759392086,0.503,0,0
259,-0.11562657470703126,0.0939431193424833,0.14959430860005118,0.688,0,0
260,-0.11482296142578124,0.09141297527457737,0.14741476706831202,0.474,0,0
261,-0.11579206542968751,0.09227216097070716,0.14870268741890802,0.63,0,0
262,-0.11471121215820312,0.09366417276042843,0.14878254828300255,0.745,0,0
263,-0.11469750366210937,0.09244284644532835,0.14798661436429264,0.532,0,0
264,-0.1158311279296875,0.09255359501056089,0.14890354285806498,0.649,0,0
265,-0.11466659545898439,0.09311016314893197,0.14833463666593333,0.522,0,0
266,-0.11491335449218751,0.09391612179871589,0.14905993425956168,0.669,0,0
267,-0.11549266967773439,0.09300306430359895,0.1489372184850007,0.513,0,0
268,-0.11466694946289062,0.09244350285804487,0.14789676040908387,0.552,0,0
269,-0.1161851806640625,0.09242950588926503,0.14917015983256388,0.557,0,0
270,-0.115771142578125,0.09253019475058116,0.1488045128086731,0.605,0,0
271,-0.11462853393554687,0.09253360397376538,0.14789530056083092,0.544,0,0
272,-0.114210400390625,0.09390312236642072,0.14843955845612192,0.498,0,0
273,-0.11584986572265625,0.09315239933647901,0.14928141481144086,0.581,0,0
274,-0.1149581787109375,0.09316232251992429,0.14862279277988086,0.53,0,0
275,-0.11437835693359374,0.09333618655087364,0.1482414978162481,0.51,0,0
276,-0.11617634887695313,0.09377416233325706,0.14994000853156994,0.515,0,0
277,-0.11490564575195313,0.09343599431081086,0.14875481312377842,0.569,0,0
278,-0.11473107299804687,0.09370293006684795,0.14880981807927562,0.481,0,0
279,-0.11578165893554687,0.09244404451858138,0.14878832667923197,0.479,0,0
280,-0.11432496337890626,0.09266202125633506,0.14783734302494678,0.569,0,0
281,-0.11539513549804686,0.09410254570818952,0.14953807935276445,0.645,0,0
282,-0.11585418701171875,0.09285968884724637,0.1490903693483314,0.613,0,0
283,-0.114743310546875,0.09263736572713319,0.1480877695415559,0.623,0,0
284,-0.11452048950195312,0.0924790364121703,0.14786483487736543,0.564,0,0
285,-0.11597648925781251,0.09270013371590063,0.149188663197183,0.498,0,0
286,-0.11533569335937499,0.09246608475887949,0.14851763198933235,0.476,0,0
287,-0.1150534912109375,0.09265904717604935,0.14837529268051114,0.466,0,0
288,-0.11629100341796875,0.09295190304174097,0.1495103674926691,0.566,0,0
289,-0.11525578002929687,0.09173511448815024,0.14798148034186548,0.527,0,0
290,-0.114937646484375,0.09223261494118698,0.14803887354696632,0.576,0,0
291,-0.11597229003906251,0.09249954465499063,0.14905295464556956,0.53,0,0
292,-0.11531632690429687,0.09270064556953114,0.14862420492898012,0.664,0,0
293,-0.1149205810546875,0.09258778895735355,0.1482354650567331,0.491,0,0
294,-0.11602038574218751,0.09251909078659559,0.14900749828749707,0.518,0,0
295,-0.11469309692382812,0.0928801069933689,0.1482670156044822,0.627,0,0
296,-0.11427353515625,0.09325061760874737,0.1481335803570363,0.618,0,0
297,-0.11597626953125,0.09271996914597426,0.1491063300341404,0.63,0,0
298,-0.1157837158203125,0.09297223179349418,0.14912941177889602,0.571,0,0
299,-0.11612933349609375,0.09266396687872794,0.14923171704129704,0.486,0,0
300,-0.11614478759765626,0.09352167846005228,0.14982839023695108,0.649,0,0
301,-0.11594928588867187,0.09216901798286506,0.14877864640539212,0.491,0,0
302,-0.11755596923828124,0.09226086668735298,0.15006322080795753,0.659,0,0
303,-0.11746371459960937,0.09238946176101817,0.1500656010724781,0.505,0,0
304,-0.11579257202148438,0.09274729215637983,0.14899720995038143,0.874,0,0
305,-0.11588463134765625,0.09114883844257829,0.1480218493442802,0.491,0,0
306,-0.1152236572265625,0.09252206951686864,0.14839106872498678,0.51,0,0
307,-0.11549850463867187,0.09255229680193051,0.14868763494946458,0.586,0,0
308,-0.115475634765625,0.09171750521586841,0.14812670510127524,0.535,0,0
309,-0.115540478515625,0.09232647661317966,0.1485493423637386,0.542,0,0
310,-0.11563923339843749,0.09249123770167281,0.14869058642268734,0.566,0,0
311,-0.11593651123046875,0.09203645728805053,0.1486363027267607,0.481,0,0
312,-0.11538507080078125,0.09243535648345899,0.14851577635940472,0.54,0,0
313,-0.11397985229492187,0.0931050523696349,0.147800406585258,0.63,0,0
314,-0.11572560424804687,0.09308599293723901,0.14918633047283913,0.532,0,0
315,-0.11631335449218749,0.09270162368157539,0.14931069757931312,0.657,0,0
316,-0.11577531127929688,0.09282984531114355,0.1490198646155902,0.464,0,0
317,-0.1151081787109375,0.09253485550238424,0.14833138633107437,0.53,0,0
318,-0.11648010864257813,0.09283921236705073,0.14951068507766455,0.493,0,0
319,-0.11536412963867188,0.09289142099065316,0.14874952306334385,0.681,0,0
320,-0.11852532958984374,0.09138265101376378,0.1505332342110897,0.647,0,0
321,-0.11969335327148437,0.09250495797941484,0.1521214409016113,0.483,0,0
322,-0.11528325805664062,0.09282636559140386,0.1486440138888554,0.786,0,0
323,-0.11546121826171876,0.09254071315943072,0.14859001395967078,0.505,0,0
324,-0.11669356689453125,0.09319183351506896,0.1499990041470849,0.75,0,0
325,-0.11553085937499999,0.0931316776077012,0.14900894887792185,0.574,0,0
326,-0.1155843994140625,0.0936818703069654,0.1494061767935399,0.593,0,0
327,-0.11637467651367187,0.09398632231417471,0.1502422185980611,0.737,0,0
328,-0.11508497924804688,0.09272547442701493,0.14838535035820663,0.459,0,0
329,-0.11530767211914063,0.09332714039049728,0.14899300420326342,0.51,0,0
330,-0.11664581298828125,0.09282391256789213,0.14966407775225687,0.557,0,0
331,-0.11537545776367189,0.09277894034988064,0.1486870017224141,0.63,0,0
332,-0.1155602294921875,0.0933446520351768,0.14918221137233958,0.591,0,0
333,-0.11709447021484376,0.0921174337901803,0.14952502060561426,0.549,0,0
334,-0.11564158325195313,0.09294114196801162,0.14899937942682875,0.591,0,0
335,-0.11545174560546875,0.09229663021461812,0.1484403042087095,0.62,0,0
336,-0.116567236328125,0.0938536112571422,0.15026668362779586,0.552,0,0
337,-0.115339306640625,0.09304361843815886,0.14881854504928457,0.693,0,0
338,-0.11543847045898438,0.0926616113139768,0.14860506227067335,0.647,0,0
339,-0.11660216674804688,0.0922179156100946,0.14929780062098597,0.593,0,0
340,-0.11541755981445312,0.09188283358635213,0.14811458286401924,0.5,0,0
341,-0.1154105224609375,0.0919829978876813,0.148194597433564,0.891,0,0
342,-0.11650433349609375,0.09341153241265249,0.14992629931753396,0.535,0,0
343,-0.11539937133789062,0.09321555112516049,0.1489805262800926,0.598,0,0
344,-0.11518430786132813,0.09221850881637104,0.1481807956911756,0.53,0,0
345,-0.11613819580078125,0.09215746188279135,0.14890210837465656,0.562,0,0
346,-0.115537548828125,0.09346961221071634,0.14924587188072405,0.63,0,0
347,-0.11547886352539062,0.09257582524159153,0.14862235223129686,0.706,0,0
348,-0.1165080322265625,0.09218080455523431,0.14920614541005003,0.571,0,0
349,-0.11545922241210937,0.09283608617500413,0.14878562231435774,0.464,0,0
350,-0.11531785888671875,0.0933106417627432,0.14894086166474765,0.574,0,0
351,-0.1163464599609375,0.09327847297240738,0.14983453817650458,0.544,0,0
352,-0.1153169677734375,0.09344551867240006,0.1490723409683932,0.586,0,0
353,-0.11515010986328125,0.09188303998010594,0.14792906509804368,0.581,0,0
354,-0.11652817993164062,0.0930984439154425,0.1497339033184486,0.679,0,0
355,-0.11552218017578125,0.0930073908928388,0.14892553382151577,0.474,0,0
356,-0.11542782592773437,0.09282685877446487,0.1486965867821259,0.564,0,0
357,-0.11628820190429687,0.0935749666576853,0.14983712171292163,0.566,0,0
358,-0.11564026489257812,0.09262769289567961,0.14874453457576892,0.759,0,0
359,-0.1154947509765625,0.09241720428042119,0.14856738556695145,0.544,0,0
360,-0.11629952392578125,0.0933936280740933,0.14983098436889855,0.586,0,0
361,-0.11504869384765626,0.09270929531856548,0.14833330269688208,0.632,0,0
362,-0.11548758544921875,0.09246845794157993,0.14857906510146637,0.503,0,0
363,-0.11636802368164062,0.09421254584422692,0.15034672210235855,0.664,0,0
364,-0.11542230834960937,0.09202698327051828,0.14822108934596417,0.547,0,0
365,-0.1155174560546875,0.09386089081275092,0.14944234834381995,0.554,0,0
366,-0.11645267944335938,0.09238202639306398,0.14922358857911083,0.53,0,0
